,filename,class
12211,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_122_100.jpg,73
12212,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_124_100.jpg,73
12213,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_126_100.jpg,73
12214,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_67_100.jpg,73
12215,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_68_100.jpg,73
12216,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_70_100.jpg,73
12217,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_72_100.jpg,73
12218,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_73_100.jpg,73
12219,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_75_100.jpg,73
12220,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_76_100.jpg,73
12221,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_77_100.jpg,73
12222,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_78_100.jpg,73
12223,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_79_100.jpg,73
12224,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_80_100.jpg,73
12225,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_81_100.jpg,73
12226,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_82_100.jpg,73
12227,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_83_100.jpg,73
12228,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_84_100.jpg,73
12229,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_85_100.jpg,73
12230,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_86_100.jpg,73
12231,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_87_100.jpg,73
12232,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_88_100.jpg,73
12233,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_89_100.jpg,73
12234,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_90_100.jpg,73
12235,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_91_100.jpg,73
12236,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_92_100.jpg,73
12237,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_93_100.jpg,73
12238,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_94_100.jpg,73
12239,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_95_100.jpg,73
12240,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_96_100.jpg,73
12241,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_97_100.jpg,73
12242,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_98_100.jpg,73
12243,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r2_99_100.jpg,73
12244,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_100_100.jpg,73
12245,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_105_100.jpg,73
12246,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_38_100.jpg,73
12247,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_44_100.jpg,73
12248,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_45_100.jpg,73
12249,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_48_100.jpg,73
12250,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_50_100.jpg,73
12251,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_51_100.jpg,73
12252,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_52_100.jpg,73
12253,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_53_100.jpg,73
12254,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_54_100.jpg,73
12255,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_55_100.jpg,73
12256,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_56_100.jpg,73
12257,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_57_100.jpg,73
12258,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_58_100.jpg,73
12259,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_59_100.jpg,73
12260,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_60_100.jpg,73
12261,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_61_100.jpg,73
12262,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_62_100.jpg,73
12263,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_63_100.jpg,73
12264,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_64_100.jpg,73
12265,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_65_100.jpg,73
12266,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_66_100.jpg,73
12267,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_67_100.jpg,73
12268,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_68_100.jpg,73
12269,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_69_100.jpg,73
12270,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_70_100.jpg,73
12271,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_71_100.jpg,73
12272,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_72_100.jpg,73
12273,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_73_100.jpg,73
12274,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_74_100.jpg,73
12275,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_75_100.jpg,73
12276,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_76_100.jpg,73
12277,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_77_100.jpg,73
12278,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_78_100.jpg,73
12279,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_79_100.jpg,73
12280,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_80_100.jpg,73
12281,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_81_100.jpg,73
12282,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_82_100.jpg,73
12283,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_83_100.jpg,73
12284,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_84_100.jpg,73
12285,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_85_100.jpg,73
12286,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_86_100.jpg,73
12287,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_87_100.jpg,73
12288,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_88_100.jpg,73
12289,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_89_100.jpg,73
12290,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_90_100.jpg,73
12291,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_91_100.jpg,73
12292,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_92_100.jpg,73
12293,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_93_100.jpg,73
12294,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_94_100.jpg,73
12295,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_95_100.jpg,73
12296,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_96_100.jpg,73
12297,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_97_100.jpg,73
12298,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Forest/r_99_100.jpg,73
12299,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/105_100.jpg,74
12300,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/107_100.jpg,74
12301,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/113_100.jpg,74
12302,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/114_100.jpg,74
12303,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/17_100.jpg,74
12304,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/189_100.jpg,74
12305,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/191_100.jpg,74
12306,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/192_100.jpg,74
12307,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/195_100.jpg,74
12308,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/196_100.jpg,74
12309,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/197_100.jpg,74
12310,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/198_100.jpg,74
12311,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/199_100.jpg,74
12312,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/200_100.jpg,74
12313,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/201_100.jpg,74
12314,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/202_100.jpg,74
12315,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/204_100.jpg,74
12316,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/205_100.jpg,74
12317,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/207_100.jpg,74
12318,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/208_100.jpg,74
12319,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/210_100.jpg,74
12320,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/212_100.jpg,74
12321,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/213_100.jpg,74
12322,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/214_100.jpg,74
12323,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/215_100.jpg,74
12324,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/216_100.jpg,74
12325,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/217_100.jpg,74
12326,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/219_100.jpg,74
12327,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/220_100.jpg,74
12328,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/221_100.jpg,74
12329,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/222_100.jpg,74
12330,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/223_100.jpg,74
12331,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/224_100.jpg,74
12332,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/225_100.jpg,74
12333,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/226_100.jpg,74
12334,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/227_100.jpg,74
12335,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/228_100.jpg,74
12336,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/233_100.jpg,74
12337,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/234_100.jpg,74
12338,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/235_100.jpg,74
12339,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/236_100.jpg,74
12340,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/237_100.jpg,74
12341,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/238_100.jpg,74
12342,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/239_100.jpg,74
12343,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/240_100.jpg,74
12344,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/242_100.jpg,74
12345,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/243_100.jpg,74
12346,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/244_100.jpg,74
12347,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/245_100.jpg,74
12348,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/246_100.jpg,74
12349,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/247_100.jpg,74
12350,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/248_100.jpg,74
12351,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/249_100.jpg,74
12352,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/250_100.jpg,74
12353,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/251_100.jpg,74
12354,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/252_100.jpg,74
12355,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/261_100.jpg,74
12356,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/26_100.jpg,74
12357,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/294_100.jpg,74
12358,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/295_100.jpg,74
12359,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/297_100.jpg,74
12360,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/298_100.jpg,74
12361,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/31_100.jpg,74
12362,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/45_100.jpg,74
12363,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/46_100.jpg,74
12364,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/47_100.jpg,74
12365,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/51_100.jpg,74
12366,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/55_100.jpg,74
12367,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/56_100.jpg,74
12368,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/58_100.jpg,74
12369,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/60_100.jpg,74
12370,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/63_100.jpg,74
12371,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/64_100.jpg,74
12372,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/69_100.jpg,74
12373,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/80_100.jpg,74
12374,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/81_100.jpg,74
12375,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/84_100.jpg,74
12376,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/91_100.jpg,74
12377,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_125_100.jpg,74
12378,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_126_100.jpg,74
12379,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_127_100.jpg,74
12380,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_128_100.jpg,74
12381,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_129_100.jpg,74
12382,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_130_100.jpg,74
12383,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_131_100.jpg,74
12384,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_132_100.jpg,74
12385,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_133_100.jpg,74
12386,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_134_100.jpg,74
12387,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_135_100.jpg,74
12388,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_136_100.jpg,74
12389,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_137_100.jpg,74
12390,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_138_100.jpg,74
12391,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_139_100.jpg,74
12392,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_140_100.jpg,74
12393,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_141_100.jpg,74
12394,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_142_100.jpg,74
12395,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_143_100.jpg,74
12396,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_144_100.jpg,74
12397,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_145_100.jpg,74
12398,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_146_100.jpg,74
12399,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_147_100.jpg,74
12400,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_148_100.jpg,74
12401,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_149_100.jpg,74
12402,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_150_100.jpg,74
12403,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_151_100.jpg,74
12404,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_152_100.jpg,74
12405,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_153_100.jpg,74
12406,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_154_100.jpg,74
12407,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_155_100.jpg,74
12408,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_156_100.jpg,74
12409,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_157_100.jpg,74
12410,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_158_100.jpg,74
12411,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_159_100.jpg,74
12412,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_160_100.jpg,74
12413,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_161_100.jpg,74
12414,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_162_100.jpg,74
12415,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_163_100.jpg,74
12416,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_164_100.jpg,74
12417,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_165_100.jpg,74
12418,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_166_100.jpg,74
12419,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_167_100.jpg,74
12420,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_168_100.jpg,74
12421,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_24_100.jpg,74
12422,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_25_100.jpg,74
12423,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_26_100.jpg,74
12424,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_30_100.jpg,74
12425,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_34_100.jpg,74
12426,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r2_35_100.jpg,74
12427,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_100_100.jpg,74
12428,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_101_100.jpg,74
12429,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_102_100.jpg,74
12430,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_103_100.jpg,74
12431,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_104_100.jpg,74
12432,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_105_100.jpg,74
12433,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_106_100.jpg,74
12434,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_107_100.jpg,74
12435,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_108_100.jpg,74
12436,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_109_100.jpg,74
12437,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_10_100.jpg,74
12438,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_110_100.jpg,74
12439,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_111_100.jpg,74
12440,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_112_100.jpg,74
12441,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_113_100.jpg,74
12442,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_114_100.jpg,74
12443,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_115_100.jpg,74
12444,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_116_100.jpg,74
12445,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_117_100.jpg,74
12446,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_118_100.jpg,74
12447,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_11_100.jpg,74
12448,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_120_100.jpg,74
12449,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_121_100.jpg,74
12450,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_122_100.jpg,74
12451,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_123_100.jpg,74
12452,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_124_100.jpg,74
12453,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_12_100.jpg,74
12454,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_13_100.jpg,74
12455,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_14_100.jpg,74
12456,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_15_100.jpg,74
12457,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_16_100.jpg,74
12458,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_17_100.jpg,74
12459,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_18_100.jpg,74
12460,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_19_100.jpg,74
12461,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_20_100.jpg,74
12462,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_21_100.jpg,74
12463,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_22_100.jpg,74
12464,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_23_100.jpg,74
12465,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_24_100.jpg,74
12466,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_25_100.jpg,74
12467,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_26_100.jpg,74
12468,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_27_100.jpg,74
12469,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_28_100.jpg,74
12470,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_29_100.jpg,74
12471,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_30_100.jpg,74
12472,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_31_100.jpg,74
12473,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_97_100.jpg,74
12474,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_98_100.jpg,74
12475,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_99_100.jpg,74
12476,E:\Tensorflow_Automatic_Training/fruits-360/Test/Nut Pecan/r_9_100.jpg,74
12477,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/0_100.jpg,75
12478,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/10_100.jpg,75
12479,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/11_100.jpg,75
12480,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/12_100.jpg,75
12481,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/13_100.jpg,75
12482,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/154_100.jpg,75
12483,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/156_100.jpg,75
12484,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/157_100.jpg,75
12485,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/158_100.jpg,75
12486,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/159_100.jpg,75
12487,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/160_100.jpg,75
12488,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/161_100.jpg,75
12489,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/162_100.jpg,75
12490,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/163_100.jpg,75
12491,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/164_100.jpg,75
12492,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/165_100.jpg,75
12493,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/166_100.jpg,75
12494,E:\Tensorflow_Automatic_Training/fruits-360/Test/Onion Red/167_100.jpg,75
